Gene ID	pathway_id	Pathway	Activity	
PF3D7_1438900	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	thioredoxin peroxidase 1	
PF3D7_1438900	palmito	Total palmitome of Plasmodium falciparum	thioredoxin peroxidase 1	
PF3D7_1438900	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	thioredoxin peroxidase 1	
PF3D7_1438900	phosph_treeck	Phosphoproteome - Treeck et al 2011	thioredoxin peroxidase 1	
PF3D7_1438900	redoxmetpath	Redox Metabolism	thioredoxin peroxidase 1	
PF3D7_1438900	prot_ATP	Proteins with ATPase activity	thioredoxin peroxidase 1	
PF3D7_1438900	transl_regul	Transcripts translationally regulated in asexual blood stages	thioredoxin peroxidase 1	
PF3D7_1438900	prot_protease	Protein-protein associations involving proteases	thioredoxin peroxidase 1	
PF3D7_1438900	highest_mRNA	Highest expressed genes based on mRNA abundance	thioredoxin peroxidase 1	
PF3D7_1438900	phospoprot	Phosphoproteome	thioredoxin peroxidase 1	
PF3D7_1438900	thioredoxinpath	Thioredoxin, Glutaredoxin and Peroxiredoxin	thioredoxin peroxidase 1	
PF3D7_1438900	Ubiq_conj	Plasmodium ubiquitin-protein conjugates	thioredoxin peroxidase 1	
PF3D7_1438900	nucle_prote	Nuclear proteome	thioredoxin peroxidase 1	
PF3D7_1438900	comp_redox	Compartmentation of redox metabolism	thioredoxin peroxidase 1	
PF3D7_1438900	phospho_mero	Phosphoproteome of the merozoite	thioredoxin peroxidase 1	
PF3D7_1438900	gluth_prot	S-Glutathionylated proteins	thioredoxin peroxidase 1	
PF3D7_1438900	redoxReg	Proteins targeted by the thioredoxin superfamily enzymes	thioredoxin peroxidase 1	
PF3D7_1439000	prenyl_prot	Prenylated proteins	copper transporter, CTR1	
PF3D7_1439000	transl_regul	Transcripts translationally regulated in asexual blood stages	copper transporter, CTR1	
PF3D7_1439000	ER_DTT	Genes up and down regulated in response to ER stress	copper transporter, CTR1	
PF3D7_1439000	palmito	Total palmitome of Plasmodium falciparum	copper transporter, CTR1	
PF3D7_1439000	apicoplastgenes	Nuclear genes with apicoplast signal sequences	copper transporter, CTR1	
PF3D7_1439000	transporters	Genes coding for transport proteins	copper transporter, CTR1	
PF3D7_1439000	PPM	Transporters of the plasma membrane	copper transporter, CTR1	
PF3D7_1439100	lys_met	Peptides with confirmed methylated lysine residues	DEAD/DEAH box helicase, putative	
PF3D7_1439100	helicases	Helicases	DEAD/DEAH box helicase, putative	
PF3D7_1439100	gene_coma	Genes for which expression is significantly correlated with coma score	DEAD/DEAH box helicase, putative	
PF3D7_1439100	arg_meth	Arginine-methylated proteins	DEAD/DEAH box helicase, putative	
PF3D7_1439100	splicing	Splicing of pre-mRNA	DEAD/DEAH box helicase, putative	
PF3D7_1439100	phospoprot	Phosphoproteome	DEAD/DEAH box helicase, putative	
PF3D7_1439100	RNA_prot	RNA binding proteins	DEAD/DEAH box helicase, putative	
PF3D7_1439100	phosph_treeck	Phosphoproteome - Treeck et al 2011	DEAD/DEAH box helicase, putative	
PF3D7_1439100	drCDC_unk	Network analysis of drCDC-UNK proteins and their potential protein interactions	DEAD/DEAH box helicase, putative	
PF3D7_1439100	seve_uncom	Genes differentially expressed in severe malaria	DEAD/DEAH box helicase, putative	
PF3D7_1439100	Prot_protstre	Predicted protein-protein interactions of plausible stress helicases	DEAD/DEAH box helicase, putative	
PF3D7_1439100	Acet_prot	Lysine acetylated proteins	DEAD/DEAH box helicase, putative	
PF3D7_1439100	transdha	Transcriptomic response of dihydroartemisinin (DHA) treated K1 strain trophozoites	DEAD/DEAH box helicase, putative	
PF3D7_1439300	nuclearPore	Structure of the nuclear pore	SAD1/unc domain-containing protein, putative	
PF3D7_1439300	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	SAD1/unc domain-containing protein, putative	
PF3D7_1439300	phospoprot	Phosphoproteome	SAD1/unc domain-containing protein, putative	
PF3D7_1439400	res_antimal	Molecular markers of resistance to antimalarial drugs	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	palmito	Total palmitome of Plasmodium falciparum	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	biogen_cytc	Biogenesis and functions of mitochondrial cytochrome c	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	prot_protease	Protein-protein associations involving proteases	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	mitochondrionef	Mitochondrial electron flow	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	DRM_prot	Proteins of detergent-resistant membranes	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	nuclearGenes	Nuclear genes with mitochondrial signal sequences	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	Fe-SprotTab	Genes coding for Fe-S containing proteins	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439400	Topo_FeS	Topogenesis of the Rieske FeS protein	cytochrome b-c1 complex subunit Rieske, putative	
PF3D7_1439500	transcr_prot	Transcription related proteins encoding genes	oocyst rupture protein 2, putative	
PF3D7_1439500	Acet_prot	Lysine acetylated proteins	oocyst rupture protein 2, putative	
PF3D7_1439500	Interac_prot	Important interacting proteins	oocyst rupture protein 2, putative	
PF3D7_1439500	gene_coma	Genes for which expression is significantly correlated with coma score	oocyst rupture protein 2, putative	
PF3D7_1439500	phospho_mero	Phosphoproteome of the merozoite	oocyst rupture protein 2, putative	
PF3D7_1439700	Tafenoq_transc	Tafenoquine - effect of drug on gene transcription	leucine carboxyl methyltransferase, putative	
PF3D7_1439700	tRNA-wybut	tRNA-wybutosine biosynthesis	leucine carboxyl methyltransferase, putative	
PF3D7_1439700	phosphorylation	Protein phosphorylation	leucine carboxyl methyltransferase, putative	
PF3D7_1439800	transl_regul	Transcripts translationally regulated in asexual blood stages	vesicle-associated membrane protein, putative	
PF3D7_1439800	phosph_Pease	Phosphoproteome - Pease et al 2013	vesicle-associated membrane protein, putative	
PF3D7_1439800	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	vesicle-associated membrane protein, putative	
PF3D7_1439800	phospoprot	Phosphoproteome	vesicle-associated membrane protein, putative	
PF3D7_1439800	nucle_prote	Nuclear proteome	vesicle-associated membrane protein, putative	
PF3D7_1439800	phosph_treeck	Phosphoproteome - Treeck et al 2011	vesicle-associated membrane protein, putative	
PF3D7_1439800	vesExocytosis	Molecular model of vesicle exocytosis	vesicle-associated membrane protein, putative	
PF3D7_1439800	gluth_prot	S-Glutathionylated proteins	vesicle-associated membrane protein, putative	
PF3D7_1439800	phosph_Collins	Phosphoproteome - Collins et al 2014	vesicle-associated membrane protein, putative	
PF3D7_1439800	SNARE	SNAREs and their accessories	vesicle-associated membrane protein, putative	
PF3D7_1439800	gene_coma	Genes for which expression is significantly correlated with coma score	vesicle-associated membrane protein, putative	
PF3D7_1439800	VAP_COS	ER protein VAP establish membrane contact sites	vesicle-associated membrane protein, putative	
PF3D7_1439800	ER_mito	Functions of the ER-Mitochondrial contacts	vesicle-associated membrane protein, putative	
PF3D7_1439800	palmito	Total palmitome of Plasmodium falciparum	vesicle-associated membrane protein, putative	
PF3D7_1439900	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	triosephosphate isomerase	
PF3D7_1439900	Glyoxalase	Glyoxalase metabolism	triosephosphate isomerase	
PF3D7_1439900	transl_regul	Transcripts translationally regulated in asexual blood stages	triosephosphate isomerase	
PF3D7_1439900	prot_protease	Protein-protein associations involving proteases	triosephosphate isomerase	
PF3D7_1439900	highest_mRNA	Highest expressed genes based on mRNA abundance	triosephosphate isomerase	
PF3D7_1439900	phospoprot	Phosphoproteome	triosephosphate isomerase	
PF3D7_1439900	nitrosylatedProt	S-nitrosylated proteins	triosephosphate isomerase	
PF3D7_1439900	isoprenoidmetpath	Isoprenoids metabolism	triosephosphate isomerase	
PF3D7_1439900	gluth_prot	S-Glutathionylated proteins	triosephosphate isomerase	
PF3D7_1439900	ART_prot_Prot	The ART proteome	triosephosphate isomerase	
PF3D7_1439900	phosph_treeck	Phosphoproteome - Treeck et al 2011	triosephosphate isomerase	
PF3D7_1439900	MCprot	Established and putative Maurer's clefts proteins	triosephosphate isomerase	
PF3D7_1439900	cAMP_stage	Differentially expressed genes in different stages treated with cAMP	triosephosphate isomerase	
PF3D7_1439900	prot_ATP	Proteins with ATPase activity	triosephosphate isomerase	
PF3D7_1439900	glycolysispath	Glycolysis	triosephosphate isomerase	
PF3D7_1439900	palmito	Total palmitome of Plasmodium falciparum	triosephosphate isomerase	
PF3D7_1440100	Interac_prot	Important interacting proteins	conserved Plasmodium protein, unknown function	
PF3D7_1440100	melat_express	Differentially expressed genes in 3D7 strain treated for 5h with melatonin	conserved Plasmodium protein, unknown function	
PF3D7_1440200	drug_targ	Drug targets	stromal-processing peptidase, putative	
PF3D7_1440200	appr_drug	Approved drugs with anti-malarial activity and their possible targets	stromal-processing peptidase, putative	
PF3D7_1440200	Acet_prot	Lysine acetylated proteins	stromal-processing peptidase, putative	
PF3D7_1440200	api_prot	The proteome of the apicoplast	stromal-processing peptidase, putative	
PF3D7_1440200	apicoplastgenes	Nuclear genes with apicoplast signal sequences	stromal-processing peptidase, putative	
PF3D7_1440200	proteases	Peptidases and proteases	stromal-processing peptidase, putative	
PF3D7_1440200	SEP_prot	Top ranked surface exposed proteins	stromal-processing peptidase, putative	
PF3D7_1440300	enz_imp	Single Gene/enzyme deletions predicted to cause impairment of metabolic networks	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440300	appr_drug	Approved drugs with anti-malarial activity and their possible targets	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440300	prot_protease	Protein-protein associations involving proteases	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440300	api_prot	The proteome of the apicoplast	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440300	porphyrinmetpath	Porphyrin metabolism	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440300	apicoplastgenes	Nuclear genes with apicoplast signal sequences	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440300	essent_gene	Essential metabolic genes	delta-aminolevulinic acid dehydratase porphobilinogen synthase	
PF3D7_1440400	transc_prot	Transcription associated proteins implicated in the transcriptional machinery	zinc finger protein, putative	
PF3D7_1440500	palmito	Total palmitome of Plasmodium falciparum	allantoicase, putative	
PF3D7_1440500	lys_met	Peptides with confirmed methylated lysine residues	allantoicase, putative	
PF3D7_1440500	nucle_prote	Nuclear proteome	allantoicase, putative	
PF3D7_1440700	phosph_treeck	Phosphoproteome - Treeck et al 2011	ap-3 complex subunit mu, putative	
PF3D7_1440700	phosph_Pease	Phosphoproteome - Pease et al 2013	ap-3 complex subunit mu, putative	
PF3D7_1440700	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	ap-3 complex subunit mu, putative	
PF3D7_1440700	clathrintransport	Classical clathrin-mediated vesicular transport	ap-3 complex subunit mu, putative	
PF3D7_1440700	sub_loc_adapt	Subcellular location of adaptor proteins	ap-3 complex subunit mu, putative	
PF3D7_1440700	phospoprot	Phosphoproteome	ap-3 complex subunit mu, putative	
PF3D7_1440700	Chloram_transc	Chloramphenicol - effect of drug on gene transcription	ap-3 complex subunit mu, putative	
PF3D7_1440700	prot_prot_traf	Genes coding for protein traffic related proteins	ap-3 complex subunit mu, putative	
PF3D7_1440800	phosph_Collins	Phosphoproteome - Collins et al 2014	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	phosphopr	The phosphoproteome of Plasmodium falciparum infected RBCs	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	phosph_treeck	Phosphoproteome - Treeck et al 2011	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	PPM	Transporters of the plasma membrane	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	transporters	Genes coding for transport proteins	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	phospoprot	Phosphoproteome	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1440800	Tafenoq_transc	Tafenoquine - effect of drug on gene transcription	major facilitator superfamily domain-containing protein, MFS6	
PF3D7_1441000	tRNAthiol	tRNA thiolation	cytoplasmic tRNA 2-thiolation protein 2, putative	
PF3D7_1441100	mito_dis_relay	Mitochondrial disulfide relay system	conserved Plasmodium protein, unknown function	
PF3D7_1441200	phosph_Pease	Phosphoproteome - Pease et al 2013	60S ribosomal protein L1, putative	
PF3D7_1441200	phospoprot	Phosphoproteome	60S ribosomal protein L1, putative	
PF3D7_1441200	prot_protease	Protein-protein associations involving proteases	60S ribosomal protein L1, putative	
PF3D7_1441200	prot_ATP	Proteins with ATPase activity	60S ribosomal protein L1, putative	
PF3D7_1441200	nucle_prote	Nuclear proteome	60S ribosomal protein L1, putative	
PF3D7_1441200	phosph_Collins	Phosphoproteome - Collins et al 2014	60S ribosomal protein L1, putative	
PF3D7_1441200	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	60S ribosomal protein L1, putative	
PF3D7_1441200	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	60S ribosomal protein L1, putative	
PF3D7_1441200	phosph_treeck	Phosphoproteome - Treeck et al 2011	60S ribosomal protein L1, putative	
PF3D7_1441200	drCDC_unk	Network analysis of drCDC-UNK proteins and their potential protein interactions	60S ribosomal protein L1, putative	
PF3D7_1441200	ribosomeStruct	Ribosomal structure	60S ribosomal protein L1, putative	
PF3D7_1441200	cel_cycle_prot	Cell cycle compartment assocation between P. falciparum cell cycle perturbed transcriptomes	60S ribosomal protein L1, putative	
PF3D7_1441300	phospoprot	Phosphoproteome	serine/threonine protein kinase, putative	
PF3D7_1441300	phosph_Collins	Phosphoproteome - Collins et al 2014	serine/threonine protein kinase, putative	
PF3D7_1441300	phosph_treeck	Phosphoproteome - Treeck et al 2011	serine/threonine protein kinase, putative	
PF3D7_1441300	phosphorylation	Protein phosphorylation	serine/threonine protein kinase, putative	
PF3D7_1441300	phosph_Lasonder	Phosphoproteome - Lasonder et al 2011	serine/threonine protein kinase, putative	
PF3D7_1441300	phosph_Pease	Phosphoproteome - Pease et al 2013	serine/threonine protein kinase, putative	
PF3D7_1441300	Protein_kinases	Protein kinase coding genes	serine/threonine protein kinase, putative	
PF3D7_1441300	coli_orth	Functional orthologs of known cell cycle proteins in E. coli	serine/threonine protein kinase, putative	
PF3D7_1441400	phosph_treeck	Phosphoproteome - Treeck et al 2011	FACT complex subunit SSRP1, putative	
PF3D7_1441400	NucleoAssembly	Nucleosome assembly and regulation	FACT complex subunit SSRP1, putative	
PF3D7_1441400	prot_protease	Protein-protein associations involving proteases	FACT complex subunit SSRP1, putative	
PF3D7_1441400	phosph_Pease	Phosphoproteome - Pease et al 2013	FACT complex subunit SSRP1, putative	
PF3D7_1441400	cel_cycle_prot	Cell cycle compartment assocation between P. falciparum cell cycle perturbed transcriptomes	FACT complex subunit SSRP1, putative	
