Gene ID	source_id	Product Description	Previous ID(s)	gene_source_id	Gene Name or Symbol	Gene has Unmatched Transcripts	
PBANKA_1302700	PBANKA_1302700.1	OST-HTH associated domain protein, putative	Previous IDs: PB000038.01.0;PB301168.00.0;PBANKA_130270	PBANKA_1302700	N/A	no	
PBANKA_1302800	PBANKA_1302800.1	thioredoxin peroxidase 1	Previous IDs: PB000037.01.0;PBANKA_130280	PBANKA_1302800	TPx1	no	
PBANKA_1302900	PBANKA_1302900.1	copper transporter, putative	Previous IDs: PB000039.01.0;PBANKA_130290	PBANKA_1302900	CTR1	no	
PBANKA_1303000	PBANKA_1303000.1	DEAD/DEAH box helicase, putative	Previous IDs: PB000036.01.0;PB000885.00.0;PB001032.01.0;PB300562.00.0;PB301180.00.0;PBANKA_130300	PBANKA_1303000	N/A	no	
PBANKA_1303100	PBANKA_1303100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000745.03.0;PB000862.01.0;PB301140.00.0;PBANKA_130310	PBANKA_1303100	N/A	no	
PBANKA_1303200	PBANKA_1303200.1	Sad1/UNC domain-containing protein, putative	Previous IDs: PB000074.02.0;PB000076.03.0;PB300740.00.0;PBANKA_130320	PBANKA_1303200	N/A	no	
PBANKA_1303300	PBANKA_1303300.1	cytochrome b-c1 complex subunit Rieske, putative	Previous IDs: PB000018.02.0;PBANKA_130330	PBANKA_1303300	N/A	no	
PBANKA_1303400	PBANKA_1303400.1	oocyst rupture protein 2	Previous IDs: PB000778.02.0;PBANKA_130340	PBANKA_1303400	ORP2	no	
PBANKA_1303500	PBANKA_1303500.1	cytochrome c oxidase subunit ApiCOX26, putative	Previous IDs: PB000776.02.0;PBANKA_130350	PBANKA_1303500	N/A	no	
PBANKA_1303600	PBANKA_1303600.1	leucine carboxyl methyltransferase, putative	Previous IDs: PB000777.02.0;PBANKA_130360	PBANKA_1303600	N/A	no	
PBANKA_1303700	PBANKA_1303700.1	vesicle-associated membrane protein, putative	Previous IDs: PB001163.00.0;PB300143.00.0;PBANKA_130370	PBANKA_1303700	N/A	no	
PBANKA_1303800	PBANKA_1303800.1	triosephosphate isomerase, putative	Previous IDs: PB001162.00.0;PB300820.00.0;PBANKA_130380	PBANKA_1303800	TIM	no	
PBANKA_1303900	PBANKA_1303900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000411.00.0;PB001164.00.0;PB300821.00.0;PB301175.00.0;PB405687.00.0;PBANKA_130390	PBANKA_1303900	N/A	no	
PBANKA_1304000	PBANKA_1304000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000135.01.0;PB300466.00.0;PBANKA_130400	PBANKA_1304000	N/A	no	
PBANKA_1304100	PBANKA_1304100.1	porphobilinogen synthase, putative	Previous IDs: PB000542.01.0;PBANKA_130410	PBANKA_1304100	PBGS	no	
PBANKA_1304200	PBANKA_1304200.1	stromal-processing peptidase, putative	Previous IDs: PB000541.01.0;PB000891.01.0;PB108707.00.0;PBANKA_130420	PBANKA_1304200	SPP	no	
PBANKA_1304300	PBANKA_1304300.1	zinc finger protein, putative	Previous IDs: PB000890.01.0;PB300901.00.0;PBANKA_130430	PBANKA_1304300	N/A	no	
PBANKA_1304400	PBANKA_1304400.1	allantoicase, putative	Previous IDs: PB000324.00.0;PBANKA_130440	PBANKA_1304400	N/A	no	
PBANKA_1304500	PBANKA_1304500.1	protein SOC3	Previous IDs: PB000139.00.0;PB000425.00.0;PBANKA_130450	PBANKA_1304500	SOC3	no	
PBANKA_1304600	PBANKA_1304600.1	AP-3 complex subunit mu, putative	Previous IDs: PB001125.02.0;PB301107.00.0;PB404525.00.0;PBANKA_130460	PBANKA_1304600	AP3M	no	
PBANKA_1304700	PBANKA_1304700.1	major facilitator superfamily domain-containing protein, putative	Previous IDs: PB000349.03.0;PB001126.02.0;PBANKA_130470	PBANKA_1304700	MFS6	no	
PBANKA_1304800	PBANKA_1304800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000737.00.0;PBANKA_130480	PBANKA_1304800	N/A	no	
PBANKA_1304900	PBANKA_1304900.1	cytoplasmic tRNA 2-thiolation protein 2, putative	Previous IDs: PB000736.00.0;PBANKA_130490	PBANKA_1304900	NCS2	no	
PBANKA_1305000	PBANKA_1305000.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_130500	PBANKA_1305000	N/A	no	
PBANKA_1305100	PBANKA_1305100.1	60S ribosomal protein L1, putative	Previous IDs: PB001103.02.0;PBANKA_130510	PBANKA_1305100	N/A	no	
PBANKA_1305200	PBANKA_1305200.1	serine/threonine protein kinase, putative	Previous IDs: PB001104.02.0;PB300778.00.0;PBANKA_130520	PBANKA_1305200	N/A	no	
PBANKA_1305300	PBANKA_1305300.1	FACT complex subunit SSRP1, putative	Previous IDs: PB001100.02.0;PB300791.00.0;PBANKA_130530	PBANKA_1305300	FACT-S	no	
PBANKA_1305400	PBANKA_1305400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001102.02.0;PBANKA_130540	PBANKA_1305400	N/A	no	
PBANKA_1305500	PBANKA_1305500.1	acid cluster protein 33 homologue, putative	Previous IDs: PB001101.02.0;PBANKA_130550	PBANKA_1305500	N/A	no	
PBANKA_1305600	PBANKA_1305600.1	mitochondrial inner membrane protease ATP23, putative	Previous IDs: PB000213.03.0;PBANKA_130560	PBANKA_1305600	ATP23	no	
PBANKA_1305700	PBANKA_1305700.1	vacuolar protein sorting-associated protein 60, putative	Previous IDs: PB000214.03.0;PBANKA_130570	PBANKA_1305700	VPS60	no	
PBANKA_1305800	PBANKA_1305800.1	RNA polymerase II transcription factor B subunit 5, putative	Previous IDs: PB000215.03.0;PBANKA_130580	PBANKA_1305800	TFB5	no	
PBANKA_1305900	PBANKA_1305900.1	ADP-ribosylation factor, putative	Previous IDs: PB001029.00.0;PBANKA_130590	PBANKA_1305900	N/A	no	
PBANKA_1306000	PBANKA_1306000.1	replication factor A protein 3, putative	Previous IDs: PBANKA_130600	PBANKA_1306000	RPA3	no	
PBANKA_1306100	PBANKA_1306100.1	GTP-binding protein, putative	Previous IDs: PB001027.00.0;PB301443.00.0;PBANKA_130610	PBANKA_1306100	N/A	no	
PBANKA_1306200	PBANKA_1306200.1	tRNA import protein tRIP	Previous IDs: PB001028.00.0;PBANKA_130620	PBANKA_1306200	tRIP	no	
PBANKA_1306300	PBANKA_1306300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000562.00.0;PBANKA_130630	PBANKA_1306300	N/A	no	
PBANKA_1306400	PBANKA_1306400.1	geranylgeranyl transferase type-2 subunit alpha, putative	Previous IDs: PB000231.02.0;PB101008.00.0;PBANKA_130640	PBANKA_1306400	N/A	no	
PBANKA_1306500	PBANKA_1306500.1	TRAP-like protein	Previous IDs: PB000385.03.0;PB000894.03.0;PB101682.00.0;PB301069.00.0;PBANKA_130650	PBANKA_1306500	TREP	no	
PBANKA_1306600	PBANKA_1306600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000576.00.0;PB000577.00.0;PB103380.00.0;PBANKA_130660	PBANKA_1306600	N/A	no	
PBANKA_1306700	PBANKA_1306700.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_130670	PBANKA_1306700	N/A	no	
PBANKA_1306800	PBANKA_1306800.1	protein transport protein SEC7, putative	Previous IDs: PB000490.01.0;PB300334.00.0;PB300452.00.0;PB300971.00.0;PB301111.00.0;PB301262.00.0;PB401861.00.0;PBANKA_130680	PBANKA_1306800	SEC7	no	
PBANKA_1306900	PBANKA_1306900.1	serine/threonine protein kinase, putative	Previous IDs: PB000487.02.0;PB000491.01.0;PB000872.01.0;PBANKA_130690	PBANKA_1306900	SRPK2	no	
PBANKA_1307000	PBANKA_1307000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001118.03.0;PBANKA_130700	PBANKA_1307000	N/A	no	
PBANKA_1307100	PBANKA_1307100.1	heptatricopeptide repeat-containing protein, putative	Previous IDs: PB000882.03.0;PBANKA_130710	PBANKA_1307100	N/A	no	
PBANKA_1307200	PBANKA_1307200.1	U6 snRNA-associated Sm-like protein LSm5, putative	Previous IDs: PBANKA_130720	PBANKA_1307200	LSM5	no	
PBANKA_1307300	PBANKA_1307300.1	WD repeat-containing protein, putative	Previous IDs: PB000881.03.0;PBANKA_130730	PBANKA_1307300	WLP1	no	
PBANKA_1307400	PBANKA_1307400.1	poly(A)-specific ribonuclease PARN, putative	Previous IDs: PB000880.03.0;PB301317.00.0;PBANKA_130740	PBANKA_1307400	PARN	no	
PBANKA_1307500	PBANKA_1307500.1	gamma-tubulin complex component, putative	Previous IDs: PB000805.00.0;PB301188.00.0;PBANKA_130750	PBANKA_1307500	N/A	no	
PBANKA_1307600	PBANKA_1307600.1	dephospho-CoA kinase, putative	Previous IDs: PB000859.03.0;PBANKA_130760	PBANKA_1307600	DPCK	no	
PBANKA_1307700	PBANKA_1307700.1	pre-mRNA-splicing factor CWC24, putative	Previous IDs: PB000620.03.0;PB300641.00.0;PBANKA_130770	PBANKA_1307700	CWC24	no	
PBANKA_1307800	PBANKA_1307800.1	heat shock protein 90, putative	Previous IDs: PB000011.00.0;PBANKA_130780	PBANKA_1307800	N/A	no	
PBANKA_1307900	PBANKA_1307900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000848.01.0;PBANKA_130790	PBANKA_1307900	N/A	no	
PBANKA_1308000	PBANKA_1308000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000069.02.0;PB000094.02.0;PB000188.02.0;PB000250.02.0;PB000412.01.0;PB000638.00.0;PB000847.01.0;PB001155.01.0;PB001265.00.0;PB300498.00.0;PB300941.00.0;PB301011.00.0;PB301227.00.0;PB301428.00.0;PBANKA_130800	PBANKA_1308000	N/A	no	
PBANKA_1308100	PBANKA_1308100.1	calmodulin-like protein	Previous IDs: PB300889.00.0;PBANKA_130810	PBANKA_1308100	N/A	no	
PBANKA_1308200	PBANKA_1308200.1	1-acyl-sn-glycerol-3-phosphate acyltransferase, putative	Previous IDs: PB000910.02.0;PBANKA_130820	PBANKA_1308200	LPAAT	no	
PBANKA_1308300	PBANKA_1308300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000911.02.0;PBANKA_130830	PBANKA_1308300	N/A	no	
PBANKA_1308400	PBANKA_1308400.1	eukaryotic translation initiation factor 2-alpha kinase 1, putative	Previous IDs: PB000556.03.0;PB000582.03.0;PB300032.00.0;PBANKA_130840	PBANKA_1308400	eIK1	no	
PBANKA_1308500	PBANKA_1308500.1	shikimate dehydrogenase, putative	Previous IDs: PB000758.02.0;PBANKA_130850	PBANKA_1308500	N/A	no	
PBANKA_1308600	PBANKA_1308600.1	fructose-bisphosphate aldolase 2	Previous IDs: PB000757.02.0;PBANKA_130860	PBANKA_1308600	ALDO2	no	
PBANKA_1308700	PBANKA_1308700.1	conserved protein, unknown function	Previous IDs: PB107642.00.0;PBANKA_130870	PBANKA_1308700	N/A	no	
PBANKA_1308800	PBANKA_1308800.1	prolyl hydroxylase-like protein, putative	Previous IDs: PB000454.03.0;PBANKA_130880	PBANKA_1308800	N/A	no	
PBANKA_1308900	PBANKA_1308900.1	histidine--tRNA ligase, putative	Previous IDs: PB000455.03.0;PB000482.00.0;PBANKA_130890	PBANKA_1308900	N/A	no	
PBANKA_1309000	PBANKA_1309000.1	ATP-dependent RNA helicase MAK5, putative	Previous IDs: PB000381.00.0;PBANKA_130900	PBANKA_1309000	MAK5	no	
PBANKA_1309100	PBANKA_1309100.1	mitochondrial ribosomal protein S29 precursor, putative	Previous IDs: PB000187.02.0;PB000410.02.0;PB001118.01.0;PBANKA_130910	PBANKA_1309100	N/A	no	
PBANKA_1309200	PBANKA_1309200.1	serine/threonine kinase-1, putative	Previous IDs: PB000409.02.0;PB300006.00.0;PB300051.00.0;PBANKA_130920	PBANKA_1309200	CLK1	no	
PBANKA_1309300	PBANKA_1309300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000255.03.0;PBANKA_130930	PBANKA_1309300	N/A	no	
PBANKA_1309400	PBANKA_1309400.1	RNA-binding protein, putative	Previous IDs: PB000954.03.0;PB001120.01.0;PBANKA_130940	PBANKA_1309400	N/A	no	
PBANKA_1309500	PBANKA_1309500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001121.01.0;PBANKA_130950	PBANKA_1309500	N/A	no	
PBANKA_1309600	PBANKA_1309600.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000829.02.0;PB101363.00.0;PB105739.00.0;PBANKA_130960	PBANKA_1309600	N/A	no	
PBANKA_1309700	PBANKA_1309700.1	ATP-dependent RNA helicase DDX5, putative	Previous IDs: PB000433.03.0;PB000434.03.0;PB300100.00.0;PBANKA_130970	PBANKA_1309700	DDX5	no	
PBANKA_1309750	PBANKA_1309750.1	U5 spliceosomal RNA	Previous IDs: PBANKA_130975;berg13:ncRNA:rfamscan:435363-435476	PBANKA_1309750	N/A	no	
PBANKA_1309800	PBANKA_1309800.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000435.03.0;PB107604.00.0;PB405992.00.0;PBANKA_130980	PBANKA_1309800	N/A	no	
PBANKA_1309900	PBANKA_1309900.1	M17 leucyl aminopeptidase, putative	Previous IDs: PB000863.03.0;PBANKA_130990	PBANKA_1309900	LAP	no	
PBANKA_1310000	PBANKA_1310000.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000134.02.0;PB108384.00.0;PB401838.00.0;PBANKA_131000	PBANKA_1310000	N/A	no	
PBANKA_1310100	PBANKA_1310100.1	pyruvate dehydrogenase E1 component subunit beta, putative	Previous IDs: PB000132.02.0;PBANKA_131010	PBANKA_1310100	N/A	no	
PBANKA_1310200	PBANKA_1310200.1	nucleoporin NUP313	Previous IDs: PB000133.02.0;PB000337.02.0;PBANKA_131020;PBANKA_131030	PBANKA_1310200	NUP313	no	
PBANKA_1310400	PBANKA_1310400.1	centrin-2, putative	Previous IDs: PB000338.02.0;PBANKA_131040	PBANKA_1310400	CEN2	no	
PBANKA_1310500	PBANKA_1310500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000651.00.0;PB000652.00.0;PBANKA_131050	PBANKA_1310500	N/A	no	
PBANKA_1310600	PBANKA_1310600.1	heme detoxification protein, putative	Previous IDs: PB000650.00.0;PB300396.00.0;PBANKA_131060	PBANKA_1310600	HDP	no	
PBANKA_1310700	PBANKA_1310700.1	glutaminyl-peptide cyclotransferase, putative	Previous IDs: PB000083.02.0;PBANKA_131070	PBANKA_1310700	N/A	no	
PBANKA_1310800	PBANKA_1310800.1	40S ribosomal protein S5, putative	Previous IDs: PB001359.02.0;PBANKA_131080	PBANKA_1310800	N/A	no	
PBANKA_1310900	PBANKA_1310900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB101712.00.0;PB106484.00.0;PBANKA_131090	PBANKA_1310900	N/A	no	
PBANKA_1311000	PBANKA_1311000.1	conserved protein, unknown function	Previous IDs: PB000977.00.0;PBANKA_131100	PBANKA_1311000	UIS21	no	
PBANKA_1311100	PBANKA_1311100.1	mitochondrial ribosomal protein S14 precursor, putative	Previous IDs: PB000978.00.0;PBANKA_131110	PBANKA_1311100	N/A	no	
PBANKA_1311200	PBANKA_1311200.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_131120	PBANKA_1311200	N/A	no	
PBANKA_1311300	PBANKA_1311300.1	inner membrane complex protein, putative	Previous IDs: PB000326.02.0;PBANKA_131130	PBANKA_1311300	N/A	no	
PBANKA_1311400	PBANKA_1311400.1	conserved protein, unknown function	Previous IDs: PB104908.00.0;PB405083.00.0;PBANKA_131140	PBANKA_1311400	N/A	no	
PBANKA_1311500	PBANKA_1311500.1	conserved protein, unknown function	Previous IDs: PB000325.02.0;PBANKA_131150	PBANKA_1311500	N/A	no	
PBANKA_1311600	PBANKA_1311600.1	calponin homology domain-containing protein, putative	Previous IDs: PB001239.00.0;PB102136.00.0;PB300225.00.0;PBANKA_131160	PBANKA_1311600	N/A	no	
PBANKA_1311700	PBANKA_1311700.1	multidrug resistance protein 2, putative	Previous IDs: PB001654.02.0;PB400810.00.0;PBANKA_131170	PBANKA_1311700	MDR2	no	
PBANKA_1311800	PBANKA_1311800.1	U3 small nucleolar RNA-associated protein 12, putative	Previous IDs: PB000280.00.0;PB000506.03.0;PB001223.02.0;PB300128.00.0;PBANKA_131180	PBANKA_1311800	UTP12	no	
PBANKA_1311900	PBANKA_1311900.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_131190	PBANKA_1311900	N/A	no	
PBANKA_1312000	PBANKA_1312000.1	condensin-2 complex subunit G2, putative	Previous IDs: PB000074.01.0;PB000075.01.0;PB000315.03.0;PBANKA_131200	PBANKA_1312000	N/A	no	
PBANKA_1312100	PBANKA_1312100.1	conserved protein, unknown function	Previous IDs: PB000523.00.0;PB107409.00.0;PBANKA_131210	PBANKA_1312100	N/A	no	
PBANKA_1312200	PBANKA_1312200.1	ubiquitin-protein ligase, putative	Previous IDs: PB000807.02.0;PBANKA_131220	PBANKA_1312200	N/A	no	
PBANKA_1312300	PBANKA_1312300.1	SNARE protein, putative	Previous IDs: PB105690.00.0;PBANKA_131230	PBANKA_1312300	N/A	no	
PBANKA_1312400	PBANKA_1312400.1	HSP20-like chaperone, putative	Previous IDs: PB300099.00.0;PBANKA_131240	PBANKA_1312400	N/A	no	
PBANKA_1312500	PBANKA_1312500.1	Appr-1-p processing domain protein	Previous IDs: PBANKA_131250	PBANKA_1312500	N/A	no	
PBANKA_1312600	PBANKA_1312600.1	conserved protein, unknown function	Previous IDs: PBANKA_131260	PBANKA_1312600	N/A	no	
PBANKA_1312700	PBANKA_1312700.1	gamete egress and sporozoite traversal protein	Previous IDs: PB000658.00.0;PBANKA_131270	PBANKA_1312700	GEST	no	
PBANKA_1312800	PBANKA_1312800.1	CLASP domain-containing protein, putative	Previous IDs: PB000928.00.0;PBANKA_131280	PBANKA_1312800	N/A	no	
PBANKA_1312900	PBANKA_1312900.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_131290	PBANKA_1312900	N/A	no	
PBANKA_1313000	PBANKA_1313000.1	transcription factor IIIb subunit, putative	Previous IDs: PB000720.01.0;PBANKA_131300	PBANKA_1313000	BRF1	no	
PBANKA_1313100	PBANKA_1313100.1	crossover junction endonuclease MUS81, putative	Previous IDs: PB000296.03.0;PB000721.01.0;PB300295.00.0;PBANKA_131310	PBANKA_1313100	MUS81	no	
PBANKA_1313200	PBANKA_1313200.1	AP2 domain transcription factor AP2-O5, putative	Previous IDs: PB000902.02.0;PBANKA_131320	PBANKA_1313200	AP2-O5	no	
PBANKA_1313300	PBANKA_1313300.1	conserved protein, unknown function	Previous IDs: PBANKA_131330	PBANKA_1313300	N/A	no	
PBANKA_1313400	PBANKA_1313400.1	exosome complex exonuclease RRP6, putative	Previous IDs: PBANKA_131340	PBANKA_1313400	RRP6	no	
PBANKA_1313500	PBANKA_1313500.1	conserved protein, unknown function	Previous IDs: PBANKA_131350	PBANKA_1313500	N/A	no	
PBANKA_1313600	PBANKA_1313600.1	conserved protein, unknown function	Previous IDs: PBANKA_131360	PBANKA_1313600	N/A	no	
PBANKA_1313700	PBANKA_1313700.1	serine/threonine protein kinase, putative	Previous IDs: PB001068.01.0;PB301008.00.0;PBANKA_131370	PBANKA_1313700	N/A	no	
PBANKA_1313800	PBANKA_1313800.1	signal recognition particle subunit SRP54, putative	Previous IDs: PB001067.01.0;PBANKA_131380	PBANKA_1313800	SRP54	no	
PBANKA_1313900	PBANKA_1313900.1	conserved Plasmodium protein, unknown function	Previous IDs: PBANKA_131390	PBANKA_1313900	N/A	no	
PBANKA_1314000	PBANKA_1314000.1	NADPH--cytochrome P450 reductase, putative	Previous IDs: PB001137.01.0;PBANKA_131400	PBANKA_1314000	CPR	no	
PBANKA_1314100	PBANKA_1314100.1	zinc finger protein, putative	Previous IDs: PB001138.01.0;PB300145.00.0;PB301016.00.0;PBANKA_131410	PBANKA_1314100	N/A	no	
PBANKA_1314200	PBANKA_1314200.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000901.01.0;PB001026.03.0;PB403151.00.0;PBANKA_131420	PBANKA_1314200	N/A	no	
PBANKA_1314300	PBANKA_1314300.1	S-adenosylmethionine-dependent methyltransferase, putative	Previous IDs: PB001024.03.0;PB300654.00.0;PBANKA_131430	PBANKA_1314300	N/A	no	
PBANKA_1314400	PBANKA_1314400.1	conserved Plasmodium protein, unknown function	Previous IDs: PB001027.03.0;PBANKA_131440	PBANKA_1314400	N/A	no	
PBANKA_1314500	PBANKA_1314500.1	conserved protein, unknown function	Previous IDs: PB001023.03.0;PBANKA_131450	PBANKA_1314500	N/A	no	
PBANKA_1314600	PBANKA_1314600.1	acetyl-CoA acetyltransferase, putative	Previous IDs: PB001025.03.0;PBANKA_131460	PBANKA_1314600	N/A	no	
PBANKA_1314700	PBANKA_1314700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000475.01.0;PBANKA_131470	PBANKA_1314700	N/A	no	
PBANKA_1314800	PBANKA_1314800.1	elongation factor 2, putative	Previous IDs: PB000800.00.0;PB301482.00.0;PBANKA_131480	PBANKA_1314800	eEF2	no	
PBANKA_1314900	PBANKA_1314900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000801.00.0;PB103734.00.0;PBANKA_131490	PBANKA_1314900	N/A	no	
PBANKA_1315000	PBANKA_1315000.1	E3 SUMO-protein ligase NSE2, putative	Previous IDs: PB000550.02.0;PB105297.00.0;PBANKA_131500	PBANKA_1315000	NSE2	no	
PBANKA_1315100	PBANKA_1315100.1	transcriptional regulatory protein sir2b	Previous IDs: PB000549.02.0;PB001086.00.0;PBANKA_131510	PBANKA_1315100	Sir2b	no	
PBANKA_1315200	PBANKA_1315200.1	pre-mRNA-splicing factor CWF18, putative	Previous IDs: PB001087.00.0;PBANKA_131520	PBANKA_1315200	N/A	no	
PBANKA_1315300	PBANKA_1315300.1	LCCL domain-containing protein	Previous IDs: PB001084.00.0;PB301112.00.0;PBANKA_131530	PBANKA_1315300	LAP5	no	
PBANKA_1315400	PBANKA_1315400.1	calcineurin subunit B, putative	Previous IDs: PB001088.00.0;PBANKA_131540	PBANKA_1315400	CNB	no	
PBANKA_1315500	PBANKA_1315500.1	sortilin, putative	Previous IDs: PB001083.00.0;PB300657.00.0;PB301166.00.0;PBANKA_131550	PBANKA_1315500	SORTLR	no	
PBANKA_1315600	PBANKA_1315600.1	ribosome biogenesis protein TSR1, putative	Previous IDs: PB000152.02.0;PB001085.00.0;PB300245.00.0;PBANKA_131560	PBANKA_1315600	TSR1	no	
PBANKA_1315700	PBANKA_1315700.1	rhoptry neck protein 2	Previous IDs: PB000379.02.0;PB001567.02.0;PB301488.00.0;PB400713.00.0;PBANKA_131570	PBANKA_1315700	RON2	no	
PBANKA_1315800	PBANKA_1315800.1	leucine-rich repeat protein	Previous IDs: LRR3;PB000380.02.0;PBANKA_131580	PBANKA_1315800	LRR3	no	
PBANKA_1315900	PBANKA_1315900.1	aminomethyltransferase, putative	Previous IDs: PB000464.03.0;PB300314.00.0;PBANKA_131590	PBANKA_1315900	N/A	no	
PBANKA_1316000	PBANKA_1316000.1	DER1-like protein, putative	Previous IDs: PB000620.00.0;PBANKA_131600	PBANKA_1316000	DER1-1	no	
PBANKA_1316100	PBANKA_1316100.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000596.00.0;PBANKA_131610	PBANKA_1316100	N/A	no	
PBANKA_1316200	PBANKA_1316200.1	syntaxin-6, putative	Previous IDs: PB000597.00.0;PBANKA_131620	PBANKA_1316200	STX6	no	
PBANKA_1316300	PBANKA_1316300.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000049.00.0;PB000128.02.0;PB300117.00.0;PB301094.00.0;PB404593.00.0;PBANKA_131630	PBANKA_1316300	N/A	no	
PBANKA_1316400	PBANKA_1316400.1	U1 snRNP-associated protein, putative	Previous IDs: PB000840.03.0;PB301194.00.0;PBANKA_131640	PBANKA_1316400	N/A	no	
PBANKA_1316500	PBANKA_1316500.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000841.03.0;PBANKA_131650	PBANKA_1316500	N/A	no	
PBANKA_1316600	PBANKA_1316600.1	conserved protein, unknown function	Previous IDs: PBANKA_131660	PBANKA_1316600	N/A	no	
PBANKA_1316700	PBANKA_1316700.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000540.00.0;PB001426.02.0;PBANKA_131670	PBANKA_1316700	N/A	no	
PBANKA_1316800	PBANKA_1316800.1	dynactin subunit 4, putative	Previous IDs: PB000539.00.0;PBANKA_131680	PBANKA_1316800	N/A	no	
PBANKA_1316900	PBANKA_1316900.1	conserved Plasmodium protein, unknown function	Previous IDs: PB000401.03.0;PB000541.00.0;PB001150.00.0;PB100972.00.0;PB107990.00.0;PBANKA_131690	PBANKA_1316900	N/A	no	
PBANKA_1317000	PBANKA_1317000.1	Yos1-like protein, putative	Previous IDs: PBANKA_131700	PBANKA_1317000	N/A	no	
PBANKA_1317100	PBANKA_1317100.1	gamma-tubulin complex component, putative	Previous IDs: PB001149.00.0;PB300188.00.0;PB301110.00.0;PB301521.00.0;PBANKA_131710	PBANKA_1317100	N/A	no	
PBANKA_1317200	PBANKA_1317200.1	NAD(P) transhydrogenase, putative	Previous IDs: PB001148.00.0;PB300306.00.0;PB300589.00.0;PBANKA_131720	PBANKA_1317200	NNT	no	
PBANKA_1317300	PBANKA_1317300.1	RAP protein, putative	Previous IDs: PB000230.02.0;PB300053.00.0;PB400483.00.0;PBANKA_131730	PBANKA_1317300	N/A	no	
